"MES_ANO_ACIDENTE","NATUREZA_DA_LESAO","AGENTE_CAUSADOR_ACIDENTE","INDICA_OBITO_ACIDENTE","POPULACAO","NOME_MUN","NOME_UF"
"01-JAN-19","Fratura","Rua e Estrada - Supe","Não","12176866","São Paulo","São Paulo"
"01-JAN-19","Lesao Imediata, Nic","Piso de Edificio - S","Não","694534","Ribeirão Preto","São Paulo"
"01-JAN-19","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","374272","Bauru","São Paulo"
"01-JAN-19","Lesao Imediata, Nic","Tanque, Cilindro (Tr","Não","420934","Diadema","São Paulo"
"01-JAN-19","Escoriacao, Abrasao","Pa Mecanica, Draga -","Não","237112","Americana","São Paulo"
"01-JAN-19","Corte, Laceracao, Fe","Maquina de Aparafusa","Não","713943","São José dos Campos","São Paulo"
"01-JAN-19","Fratura","Veiculo, Nic","Não","41598","Ituverava","São Paulo"
"01-JAN-19","Corte, Laceracao, Fe","Vidraria, Fibra de V","Não","318107","Guarujá","São Paulo"
"01-JAN-19","Distensao, Torcao","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-JAN-19","Escoriacao, Abrasao","Metal - Inclui Liga","Não","271306","Barueri","São Paulo"
"01-JAN-19","Escoriacao, Abrasao","Rua e Estrada - Supe","Não","400949","Piracicaba","São Paulo"
"01-JAN-19","Queimadura ou Escald","Fogo-Chama,Material","Não","12176866","São Paulo","São Paulo"
"01-JAN-19","Distensao, Torcao","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-JAN-19","Contusao, Esmagament","Ceramica, Nic","Não","26403","Santa Gertrudes","São Paulo"
"01-JAN-19","Contusao, Esmagament","Arquibancada, Estadi","Não","15925","Borborema","São Paulo"
"01-JAN-19","Contusao, Esmagament","Metal - Inclui Liga","Não","39349","Pitangueiras","São Paulo"
"01-JAN-19","Lesao Imediata, Nic","Caixa, Engradado, Ca","Não","12176866","São Paulo","São Paulo"
"01-JAN-19","Fratura","Metal - Inclui Liga","Não","440769","Mogi das Cruzes","São Paulo"
"01-JAN-19","Luxacao","Calcada ou Caminho p","Não","271306","Barueri","São Paulo"
"01-JAN-19","Fratura","Andaime, Plataforma","Não","119090","Itatiba","São Paulo"
"01-JAN-19","Queimadura ou Escald","Forno, Estufa, Retor","Não","12176866","São Paulo","São Paulo"
"01-JAN-19","Fratura","Escada Permanente Cu","Não","12176866","São Paulo","São Paulo"
"01-JAN-19","Corte, Laceracao, Fe","Ferramenta Manual se","Não","39962","Américo Brasiliense","São Paulo"
"01-JAN-19","Distensao, Torcao","Escada Permanente Cu","Não","148581","Jaú","São Paulo"
"01-JAN-19","Lesao Imediata, Nic","Passarela ou Platafo","Não","1194094","Campinas","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Metal - Inclui Liga","Não","44370","Garça","São Paulo"
"01-JAN-19","Lesao Imediata, Nic","Metal - Inclui Liga","Não","12176866","São Paulo","São Paulo"
"01-FEB-19","Lesao Imediata, Nic","Motocicleta, Motonet","Não","456245","São José do Rio Preto","São Paulo"
"01-FEB-19","Queimadura ou Escald","Forno, Estufa, Retor","Não","432957","Santos","São Paulo"
"01-FEB-19","Luxacao","Veiculo Rodoviario M","Não","88276","Lorena","São Paulo"
"01-JAN-19","Escoriacao, Abrasao","Motocicleta, Motonet","Não","122359","Birigui","São Paulo"
"01-FEB-19","Contusao, Esmagament","Equip. de Guindar, N","Não","12176866","São Paulo","São Paulo"
"01-FEB-19","Lesao Imediata","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-FEB-19","Queimadura ou Escald","Agua - Usar Quando O","Não","671186","Sorocaba","São Paulo"
"01-MAR-19","Contusao, Esmagament","Escada Permanente Cu","Não","234352","Itapevi","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","414810","Jundiaí","São Paulo"
"01-MAR-19","Contusao, Esmagament","Madeira (Toro, Madei","Não","713943","São José dos Campos","São Paulo"
"01-MAR-19","Lesao Imediata","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Contusao, Esmagament","Embalagem e Recipien","Não","234352","Itapevi","São Paulo"
"01-MAR-19","Contusao, Esmagament","Escada Permanente Cu","Não","237112","Americana","São Paulo"
"01-MAR-19","Contusao, Esmagament","Chao - Superficie Ut","Não","36280","Iperó","São Paulo"
"01-FEB-19","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","363173","São Vicente","São Paulo"
"01-MAR-19","Contusao, Esmagament","Maquina, Nic","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Chao - Superficie Ut","Não","432957","Santos","São Paulo"
"01-MAR-19","Luxacao","Calcada ou Caminho p","Não","160275","São Caetano do Sul","São Paulo"
"01-FEB-19","Corte, Laceracao, Fe","Ser Vivo, Nic","Não","11013","Nova Europa","São Paulo"
"01-MAR-19","Contusao, Esmagament","Engrenagem - Disposi","Não","696850","Osasco","São Paulo"
"01-FEB-19","Corte, Laceracao, Fe","Escada Permanente Cu","Não","12176866","São Paulo","São Paulo"
"01-FEB-19","Fratura","Calcada ou Caminho p","Não","420934","Diadema","São Paulo"
"01-FEB-19","Fratura","Piso de Edificio - S","Não","671186","Sorocaba","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Metal - Inclui Liga","Não","1194094","Campinas","São Paulo"
"01-MAR-19","Lesao Imediata","Martelete, Socador-","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Metal - Inclui Liga","Não","49011","Jales","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Vidraria, Fibra de V","Não","244694","Cotia","São Paulo"
"01-MAR-19","Fratura","Corda, Cabo, Corrent","Não","374272","Bauru","São Paulo"
"01-FEB-19","Contusao, Esmagament","Metal - Inclui Liga","Não","46251","Pederneiras","São Paulo"
"01-MAR-19","Distensao, Torcao","Escada Movel ou Fixa","Não","400949","Piracicaba","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Particulas - nao Ide","Não","204797","Rio Claro","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Maquina de Embalar o","Não","271306","Barueri","São Paulo"
"01-MAR-19","Contusao, Esmagament","Ferramenta, Maquina,","Não","81895","Cruzeiro","São Paulo"
"01-MAR-19","Contusao, Esmagament","Rua e Estrada - Supe","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Mobiliario e Acessor","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Contusao, Esmagament","Metal - Inclui Liga","Não","1194094","Campinas","São Paulo"
"01-MAR-19","Contusao, Esmagament","Correia - Dispositiv","Não","420934","Diadema","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Atrito ou Abrasao po","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Tesoura, Guilhotina,","Não","19993","Paranapanema","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Vegetal - Planta, Ar","Não","456245","São José do Rio Preto","São Paulo"
"01-MAR-19","Doenca, Nic","Ser Vivo, Nic","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Contusao, Esmagament","Veiculo Sobre Trilho","Não","77308","Vinhedo","São Paulo"
"01-MAR-19","Lesao Imediata","Animal Vivo","Não","671186","Sorocaba","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Rua e Estrada - Supe","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Barril, Barrica, Bar","Não","166753","Bragança Paulista","São Paulo"
"01-MAR-19","Distensao, Torcao","Calcada ou Caminho p","Não","237112","Americana","São Paulo"
"01-FEB-19","Fratura","Maquina, Nic","Não","23846","Iracemápolis","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Motocicleta, Motonet","Não","456245","São José do Rio Preto","São Paulo"
"01-FEB-19","Corte, Laceracao, Fe","Laminadora, Calandra","Não","192536","Santa Bárbara d'Oeste","São Paulo"
"01-FEB-19","Queimadura ou Escald","Ferramenta Portatil","Não","671186","Sorocaba","São Paulo"
"01-FEB-19","Corte, Laceracao, Fe","Animal Vivo","Não","12176866","São Paulo","São Paulo"
"01-FEB-19","Contusao, Esmagament","Motocicleta, Motonet","Não","12176866","São Paulo","São Paulo"
"01-FEB-19","Corte, Laceracao, Fe","Madeira (Toro, Madei","Não","3478","Mombuca","São Paulo"
"01-FEB-19","Fratura","Chao - Superficie Ut","Não","70998","Cosmópolis","São Paulo"
"01-FEB-19","Queimadura ou Escald","Forno, Estufa, Retor","Não","121344","Barretos","São Paulo"
"01-JAN-19","Fratura","Rua e Estrada - Supe","Não","192536","Santa Bárbara d'Oeste","São Paulo"
"01-FEB-19","Corte, Laceracao, Fe","Tesoura, Guilhotina,","Não","192536","Santa Bárbara d'Oeste","São Paulo"
"01-FEB-19","Contusao, Esmagament","Rua e Estrada - Supe","Não","374272","Bauru","São Paulo"
"01-FEB-19","Corte, Laceracao, Fe","Veiculo Rodoviario M","Não","12176866","São Paulo","São Paulo"
"01-FEB-19","Fratura","Escada Movel ou Fixa","Não","374272","Bauru","São Paulo"
"01-FEB-19","Distensao, Torcao","Calcada ou Caminho p","Não","12176866","São Paulo","São Paulo"
"01-FEB-19","Luxacao","Motocicleta, Motonet","Não","671186","Sorocaba","São Paulo"
"01-FEB-19","Contusao, Esmagament","Carro de Mao","Não","12176866","São Paulo","São Paulo"
"01-FEB-19","Corte, Laceracao, Fe","Metal - Inclui Liga","Não","14579","Holambra","São Paulo"
"01-FEB-19","Distensao, Torcao","Escada Permanente Cu","Não","400949","Piracicaba","São Paulo"
"01-MAR-19","Distensao, Torcao","Rua e Estrada - Supe","Não","694534","Ribeirão Preto","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","237112","Americana","São Paulo"
"01-MAR-19","Contusao, Esmagament","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-FEB-19","Luxacao","Telhado","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Motocicleta, Motonet","Não","716109","Santo André","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Liquido, Nic","Não","1194094","Campinas","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Veiculo Sobre Trilho","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Mobiliario e Acessor","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Ferramenta, Maquina,","Não","166475","Pindamonhangaba","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Politriz, Lixadora,","Não","833240","São Bernardo do Campo","São Paulo"
"01-MAR-19","Perda ou Diminuicao","Liquido, Nic","Não","127123","Valinhos","São Paulo"
"01-FEB-19","Escoriacao, Abrasao","Prensa - Maquina","Não","74299","Itapira","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Motocicleta, Motonet","Não","285570","Taboão da Serra","São Paulo"
"01-MAR-19","Fratura","Barril, Barrica, Bar","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Distensao, Torcao","Rua e Estrada - Supe","Não","17022","Salesópolis","São Paulo"
"01-MAR-19","Contusao, Esmagament","Bicicleta","Não","148581","Jaú","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Vidraria, Fibra de V","Não","432957","Santos","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Rua e Estrada - Supe","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Contusao, Esmagament","Alavanca, Pe-De-Cabr","Não","74299","Itapira","São Paulo"
"01-MAR-19","Lesao Imediata","Produto Mineral nao","Não","3618","Rifaina","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Superficie e Estrutu","Não","160275","São Caetano do Sul","São Paulo"
"01-MAR-19","Distensao, Torcao","Calcada ou Caminho p","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Fratura","Prensa - Maquina","Não","420934","Diadema","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Veiculo Rodoviario M","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Contusao, Esmagament","Rampa - Superficie U","Não","716109","Santo André","São Paulo"
"01-MAR-19","Lesoes Multiplas","Motocicleta, Motonet","Não","350400","Franca","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Veiculo Rodoviario M","Não","12176866","São Paulo","São Paulo"
"01-FEB-19","Contusao, Esmagament","Veiculo, Nic","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Queimadura ou Escald","Liquido, Nic","Não","432957","Santos","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Maquina, Nic","Não","237112","Americana","São Paulo"
"01-FEB-19","Lesao Imediata, Nic","Veiculo Sobre Trilho","Não","12176866","São Paulo","São Paulo"
"01-FEB-19","Escoriacao, Abrasao","Rua e Estrada - Supe","Não","713943","São José dos Campos","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Animal Vivo","Não","237112","Americana","São Paulo"
"01-MAR-19","Fratura","Piso de Veiculo - Su","Não","833240","São Bernardo do Campo","São Paulo"
"01-MAR-19","Fratura","Veiculo Rodoviario M","Não","432957","Santos","São Paulo"
"01-MAR-19","Fratura","Veiculo, Nic","Não","374272","Bauru","São Paulo"
"01-JAN-19","Contusao, Esmagament","Ferramenta, Maquina,","Não","136517","Santana de Parnaíba","São Paulo"
"01-MAR-19","Contusao, Esmagament","Metal - Inclui Liga","Não","833240","São Bernardo do Campo","São Paulo"
"01-FEB-19","Fratura","Chao - Superficie Ut","Não","694534","Ribeirão Preto","São Paulo"
"01-MAR-19","Contusao, Esmagament","Motocicleta, Motonet","Não","432957","Santos","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Ser Vivo, Nic","Não","67859","Lençóis Paulista","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Serra - Maquina","Não","48074","Cerquilho","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Veiculo, Nic","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Distensao, Torcao","Chao - Superficie Ut","Não","46536","Dracena","São Paulo"
"01-MAR-19","Fratura","Carro de Mao","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Fratura","Chao - Superficie Ut","Não","32774","Guararapes","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Sucata, Entulho, Res","Não","696850","Osasco","São Paulo"
"01-MAR-19","Fratura","Metal - Inclui Liga","Não","29456","Jarinu","São Paulo"
"01-MAR-19","Fratura","Chao - Superficie Ut","Não","83735","Campo Limpo Paulista","São Paulo"
"01-MAR-19","Contusao, Esmagament","Escada Permanente Cu","Não","311854","Taubaté","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Metal - Inclui Liga","Não","400949","Piracicaba","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Metal - Inclui Liga","Não","468148","Mauá","São Paulo"
"01-MAR-19","Contusao, Esmagament","Metal - Inclui Liga","Não","1194094","Campinas","São Paulo"
"01-MAR-19","Distensao, Torcao","Escada Movel ou Fixa","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Contusao, Esmagament","Deposito Fixo (Tanqu","Não","121210","Catanduva","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Andaime, Plataforma","Não","278571","Sumaré","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Animal Vivo","Não","713943","São José dos Campos","São Paulo"
"01-FEB-19","Contusao, Esmagament","Veiculo Rodoviario M","Não","713943","São José dos Campos","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Edificio - Edificio","Não","246908","Indaiatuba","São Paulo"
"01-MAR-19","Distensao, Torcao","Calcada ou Caminho p","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Distensao, Torcao","Chao - Superficie Ut","Não","47748","Louveira","São Paulo"
"01-MAR-19","Lesao Imediata","Ferramenta, Maquina,","Não","24221","Cordeirópolis","São Paulo"
"01-MAR-19","Contusao, Esmagament","Piso de Veiculo - Su","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Fratura","Maquina, Nic","Não","204797","Rio Claro","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Ser Vivo, Nic","Não","12176866","São Paulo","São Paulo"
"01-JAN-19","Contusao, Esmagament","Motocicleta, Motonet","Não","350400","Franca","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Metal - Inclui Liga","Não","34726","Ibaté","São Paulo"
"01-FEB-19","Contusao, Esmagament","Elevador de Cacamba","Não","12176866","São Paulo","São Paulo"
"01-FEB-19","Corte, Laceracao, Fe","Louca de Mesa e Outr","Não","1194094","Campinas","São Paulo"
"01-FEB-19","Lesao Imediata","Tanque, Cilindro (Tr","Não","59793","Boituva","São Paulo"
"01-FEB-19","Corte, Laceracao, Fe","Ferramenta Manual se","Não","420934","Diadema","São Paulo"
"01-FEB-19","Corte, Laceracao, Fe","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-FEB-19","Fratura","Madeira (Toro, Madei","Não","414810","Jundiaí","São Paulo"
"01-FEB-19","Fratura","Rua e Estrada - Supe","Não","1365899","Guarulhos","São Paulo"
"01-FEB-19","Fratura","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-FEB-19","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","1194094","Campinas","São Paulo"
"01-FEB-19","Doenca, Nic","Veiculo, Nic","Não","456245","São José do Rio Preto","São Paulo"
"01-FEB-19","Distensao, Torcao","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-FEB-19","Fratura","Metal - Inclui Liga","Não","237130","Marília","São Paulo"
"01-FEB-19","Lesao Imediata, Nic","Produto Biologico (S","Não","1194094","Campinas","São Paulo"
"01-JAN-19","Contusao, Esmagament","Maquina de Costurar","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Lesao Imediata","Ser Vivo, Nic","Não","12176866","São Paulo","São Paulo"
"01-FEB-19","Luxacao","Motocicleta, Motonet","Não","75638","Cajamar","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","117561","Salto","São Paulo"
"01-MAR-19","Lesoes Multiplas","Calcada ou Caminho p","Não","141398","Atibaia","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Sucata, Entulho, Res","Não","694534","Ribeirão Preto","São Paulo"
"01-FEB-19","Fratura","Furadeira, Broqueade","Não","26403","Santa Gertrudes","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","68823","Fernandópolis","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Furadeira, Broqueade","Não","204797","Rio Claro","São Paulo"
"01-MAR-19","Contusao, Esmagament","Ser Vivo, Nic","Não","440769","Mogi das Cruzes","São Paulo"
"01-FEB-19","Lesao Imediata, Nic","Madeira (Toro, Madei","Não","19789","Buri","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Vidraria, Fibra de V","Não","237112","Americana","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Escada Permanente Cu","Não","57112","Andradina","São Paulo"
"01-FEB-19","Fratura","Veiculo, Nic","Não","93892","Itapeva","São Paulo"
"01-FEB-19","Contusao, Esmagament","Motocicleta, Motonet","Não","195874","Araçatuba","São Paulo"
"01-FEB-19","Queimadura ou Escald","Leite e Derivados -","Não","400949","Piracicaba","São Paulo"
"01-FEB-19","Contusao, Esmagament","Cadeira Banco - Mobi","Não","12176866","São Paulo","São Paulo"
"01-FEB-19","Distensao, Torcao","Agua - Usar Quando O","Não","1194094","Campinas","São Paulo"
"01-FEB-19","Lesao Imediata, Nic","Ser Vivo, Nic","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Distensao, Torcao","Rua e Estrada - Supe","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Queimadura Quimica (","Substancia Quimica,","Não","29688","Rancharia","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Vidraria, Fibra de V","Não","148581","Jaú","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","77308","Vinhedo","São Paulo"
"01-FEB-19","Contusao, Esmagament","Mobiliario e Acessor","Não","119625","Caraguatatuba","São Paulo"
"01-MAR-19","Contusao, Esmagament","Motocicleta, Motonet","Não","33067","Cachoeira Paulista","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Veiculo Rodoviario M","Não","150713","Mogi Guaçu","São Paulo"
"01-MAR-19","Contusao, Esmagament","Metal - Inclui Liga","Não","400949","Piracicaba","São Paulo"
"01-MAR-19","Fratura","Rua e Estrada - Supe","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Ferramenta, Maquina,","Não","694534","Ribeirão Preto","São Paulo"
"01-FEB-19","Contusao, Esmagament","Madeira (Toro, Madei","Não","716109","Santo André","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Frasco, Garrafa - Em","Não","249415","São Carlos","São Paulo"
"01-MAR-19","Fratura","Veiculo, Nic","Não","148581","Jaú","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Agente Infeccioso ou","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Plastico - Inclui Po","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Frasco, Garrafa - Em","Não","12176866","São Paulo","São Paulo"
"01-FEB-19","Fratura","Chao - Superficie Ut","Não","833240","São Bernardo do Campo","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Produto Mineral nao","Não","400949","Piracicaba","São Paulo"
"01-FEB-19","Queimadura ou Escald","Agua - Usar Quando O","Não","17201","Potirendaba","São Paulo"
"01-MAR-19","Lesao Imediata","Transportador, Nic","Não","12176866","São Paulo","São Paulo"
"01-FEB-19","Distensao, Torcao","Ser Vivo, Nic","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Luxacao","Maquina Agricola","Não","75930","Pirassununga","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Veiculo Rodoviario M","Não","420934","Diadema","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Liquido, Nic","Não","833240","São Bernardo do Campo","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Asfalto, Alcatrao, P","Não","278571","Sumaré","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Laminadora, Calandra","Não","4776","Boracéia","São Paulo"
"01-MAR-19","Distensao, Torcao","Reacao do Corpo a Mo","Não","319146","Praia Grande","São Paulo"
"01-MAR-19","Distensao, Torcao","Ser Vivo, Nic","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Animal Vivo","Não","18180","Paraibuna","São Paulo"
"01-MAR-19","Contusao, Esmagament","Piso de Edificio - S","Não","34704","Rio das Pedras","São Paulo"
"01-MAR-19","Fratura","Calcada ou Caminho p","Não","1365899","Guarulhos","São Paulo"
"01-MAR-19","Fratura","Maquina, Nic","Não","56221","Jaguariúna","São Paulo"
"01-MAR-19","Distensao, Torcao","Carro de Mao","Não","121344","Barretos","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Tubo Sob Pressao (Ma","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Luxacao","Mobiliario e Acessor","Não","366519","Itaquaquecetuba","São Paulo"
"01-MAR-19","Fratura","Ferramenta, Maquina,","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Ser Vivo, Nic","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Fratura","Animal Vivo","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Ser Vivo, Nic","Não","716109","Santo André","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Corda, Cabo, Corrent","Não","75638","Cajamar","São Paulo"
"01-MAR-19","Contusao, Esmagament","Veiculo Sobre Trilho","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Fratura","Motocicleta, Motonet","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Maquina de Aparafusa","Não","59649","Itupeva","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Veiculo Rodoviario M","Não","43774","Jardinópolis","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Ferramenta Manual se","Não","56221","Jaguariúna","São Paulo"
"01-MAR-19","Distensao, Torcao","Motocicleta, Motonet","Não","1194094","Campinas","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Agente Infeccioso ou","Não","124453","Sertãozinho","São Paulo"
"01-MAR-19","Queimadura ou Escald","Metal - Inclui Liga","Não","62024","Batatais","São Paulo"
"01-MAR-19","Fratura","Veiculo, Nic","Não","374272","Bauru","São Paulo"
"01-MAR-19","Contusao, Esmagament","Veiculo Sobre Trilho","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Fratura","Balcao, Bancada - Mo","Não","12176866","São Paulo","São Paulo"
"01-JAN-19","Contusao, Esmagament","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Contusao, Esmagament","Carro de Mao","Não","285570","Taboão da Serra","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Maquina de Costurar","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Agente Infeccioso ou","Não","246908","Indaiatuba","São Paulo"
"01-MAR-19","Fratura","Escada Movel ou Fixa","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Louca de Mesa e Outr","Não","1365899","Guarulhos","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Alavanca, Pe-De-Cabr","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Chao - Superficie Ut","Não","237112","Americana","São Paulo"
"01-MAR-19","Contusao, Esmagament","Passarela ou Platafo","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Fratura","Carro de Mao","Não","694534","Ribeirão Preto","São Paulo"
"01-MAR-19","Fratura","Motocicleta, Motonet","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Contusao, Esmagament","Mobiliario e Acessor","Não","233744","Araraquara","São Paulo"
"01-MAR-19","Lesoes Multiplas","Veiculo, Nic","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Edificio ou Estrutur","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Luxacao","Chao - Superficie Ut","Não","456245","São José do Rio Preto","São Paulo"
"01-MAR-19","Distensao, Torcao","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Fratura","Veiculo, Nic","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Lesoes Multiplas","Chao - Superficie Ut","Não","36127","Barra Bonita","São Paulo"
"01-MAR-19","Contusao, Esmagament","Ferramenta, Maquina,","Não","833240","São Bernardo do Campo","São Paulo"
"01-MAR-19","Distensao, Torcao","Piso de Edificio - S","Não","90637","São João da Boa Vista","São Paulo"
"01-MAR-19","Fratura","Veiculo, Nic","Não","160275","São Caetano do Sul","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Liquido, Nic","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Serra - Maquina","Não","694534","Ribeirão Preto","São Paulo"
"01-MAR-19","Contusao, Esmagament","Serra - Maquina","Não","237130","Marília","São Paulo"
